Retailer Name,Location,City,State,Country,Region,Activity Start Date,Activity End Date,Brand Model #,Brand Name,Category,Trademark,Three Files,Piano Sound,Distributor,Country of Origin,Manufacture Date,Price,Evidence 
Sathyas,"No-5/692, Old Mahabalipuram Road, Opp Appallo Hospital, Perungudi, Chennai - 600096",Chennai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55P8,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,September 2019,34990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c4e6
Sathyas,"No-5/692, Old Mahabalipuram Road, Opp Appallo Hospital, Perungudi, Chennai - 600096",Chennai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500S,TCL ,DMT,Yes,Yes,Both,,,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c4e4
Sathyas,"No-5/692, Old Mahabalipuram Road, Opp Appallo Hospital, Perungudi, Chennai - 600096",Chennai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32B9500WB,Haier,DMT,No,No,No,Haier Appliances (India) Pvt. Ltd,India,,14990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c4e0
Sathyas,"No-5/692, Old Mahabalipuram Road, Opp Appallo Hospital, Perungudi, Chennai - 600096",Chennai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE43F9000AP,Haier,DMT,No,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,,27990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c4e1
Sathyas,"No-5/692, Old Mahabalipuram Road, Opp Appallo Hospital, Perungudi, Chennai - 600096",Chennai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32K6500AG,Haier,DMT,No,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,,14990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c4e3
Reliance Digital,"Municipal No. 27/1, . 100 feet Road Ashoka Pillar, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40S6500,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2f3
Reliance Digital,"Municipal No. 27/1, . 100 feet Road Ashoka Pillar, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40R300,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,9990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2f1
Reliance Digital,"Municipal No. 27/1, . 100 feet Road Ashoka Pillar, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LC-32LE185M,SHARP,DMT,No,Yes,No,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia,2019,15590,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2f9
Reliance Digital,"Municipal No. 27/1, . 100 feet Road Ashoka Pillar, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32H3281,RECONNECT,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,,8990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2f4
Reliance Digital,"Municipal No. 27/1, . 100 feet Road Ashoka Pillar, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32H3282S,RECONNECT,DMT,No,No,No,Dixon Technologies (India) Ltd,,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2f7
Reliance Digital,"Municipal No. 27/1, . 100 feet Road Ashoka Pillar, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-24F201DX,PANASONIC ,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,2018,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2f8
Bajaj Electronics,Mothi Nagar Dwarakapuri Punjagutta Hyderabad Telangana 500018,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32FS600D,PANASONIC ,DMT,No,Yes,No,PANASONIC AVC NETWORKS INDIA CO.LTD.,India,,17990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0aa
Bajaj Electronics,Mothi Nagar Dwarakapuri Punjagutta Hyderabad Telangana 500018,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32FS490DX,PANASONIC ,DMT,No,Yes,Both,PANASONIC AVC NETWORKS INDIA CO.LTD.,India,,15000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0ac
Bajaj Electronics,Mothi Nagar Dwarakapuri Punjagutta Hyderabad Telangana 500018,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32F200DX,PANASONIC ,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,,12490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0ab
Bajaj Electronics,Mothi Nagar Dwarakapuri Punjagutta Hyderabad Telangana 500018,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,4X Pro 43,Mi,DMT,No,No,No,Mi Electronics India Private limited,,,24000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0a9
Beltek,"Mohan Marketing, New No.40, Rajgopal Street, Chindadripet, Chennai – 600002",Chennai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,WEL-3200,Beltek,DMT,No,Yes,No,WESTWAY ELECTRONICS LTD.,India,Feb 2019,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ced8
Beltek,"Mohan Marketing, New No.40, Rajgopal Street, Chindadripet, Chennai – 600002",Chennai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,WEL-4000,Beltek,DMT,No,Yes,No,WESTWAY ELECTRONICS LTD.,India,March 2019,18900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ced7
Modern Electronics,Mahalaxmi Vihar Building Ground Floor Shop-23 & 24 Alandi Rd Opp. Kedarnath Hospital Visharant Wadi Pune Maharashtra 411015,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,JML 4022,Jack Martin,DMT,No,No,No,"Shenzhen KTC Technology Co., Ltd.",China,,29900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caea
Modern Electronics,Mahalaxmi Vihar Building Ground Floor Shop-23 & 24 Alandi Rd Opp. Kedarnath Hospital Visharant Wadi Pune Maharashtra 411015,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,9 Smart,Crown,DMT,No,No,No,,,,44000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caeb
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32D7545,VU,DMT,No,Yes,Both,"K-Tronics ( SUZHOU) Technology Co., Ltd",Japan,2019,10990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c28e
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500S,TCL ,DMT,No,Yes,Both,Mirc Electronics Ltd,India,,12990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c28f
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KLV-32W672G,SONY,DMT,Yes,Yes,Both,SONY EMCS (MALAYSIA) SDN BHD,MALAYSIA,2019,32990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c28c
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32W622G,SONY,DMT,No,Yes,Both,SONY EMCS (MALAYSIA) SDN BHD,India,2019,26990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c290
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55X7500F,SONY,DMT,Yes,Yes,Both,Competition Team Technology (India) Private Limited,India,2018,89990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c295
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32R302F,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,20990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c297
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32N4300,Samsung,DMT,No,Yes,Both,Samsung Electronics Hcmc Ce Complex Co. Ltd.,Vietnam,2019,24100,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c292
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32H3282S,RECONNECT,DMT,No,No,No,Dixon Technologies (India) Ltd,India,2019,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c28d
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24F2480,RECONNECT,DMT,No,Yes,Both,Dixon Technologies (India) Ltd,India,2018,6990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c299
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24LJ470A,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2018,9990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c298
Reliance Digital,"Mahagun Metro Mall, Second Floor, Plot No. VC 3, Sector 3, Vaishali, Ghaziabad 201010, Uttar Pradesh",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43LM6360,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,41990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c294
Lulu Connect,"Lulu Mall, Edappally Junction, Nethaji Nagar, Edappally, Ernakulam, Kerala 682024, India",Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43PL,VU,DMT,Yes,Yes,Both,VU Technologies Pvt Ltd.,China,,24900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c605
Lulu Connect,"Lulu Mall, Edappally Junction, Nethaji Nagar, Edappally, Ernakulam, Kerala 682024, India",Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32OA,VU,DMT,Yes,Yes,Both,VU Technologies Pvt Ltd.,China,,15000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c606
Lulu Connect,"Lulu Mall, Edappally Junction, Nethaji Nagar, Edappally, Ernakulam, Kerala 682024, India",Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49PL,VU,DMT,Yes,Yes,Both,HISENSE INTERNATIONAL CO. LTD,China,,30900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c60a
Lulu Connect,"Lulu Mall, Edappally Junction, Nethaji Nagar, Edappally, Ernakulam, Kerala 682024, India",Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32PL,VU,DMT,No,Yes,No,HISENSE INTERNATIONAL CO. LTD,China,,10999,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c607
Lulu Connect,"Lulu Mall, Edappally Junction, Nethaji Nagar, Edappally, Ernakulam, Kerala 682024, India",Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32PHT5813S/94,Philips,DMT,Yes,Yes,Both,TPV Technology India Pvt. Ltd.,India ,,16900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c609
Lulu Connect,"Lulu Mall, Edappally Junction, Nethaji Nagar, Edappally, Ernakulam, Kerala 682024, India",Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32F201DX,PANASONIC ,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,,14250,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c60c
Lulu Connect,"Lulu Mall, Edappally Junction, Nethaji Nagar, Edappally, Ernakulam, Kerala 682024, India",Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Crystal 24,ONIX,DMT,No,No,No,KCM Appliances Pvt. Ltd. ,China,July 2018,12780,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c60b
Lulu Connect,"Lulu Mall, Edappally Junction, Nethaji Nagar, Edappally, Ernakulam, Kerala 682024, India",Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HIW1,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,24699,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c608
Lulu Connect,"Lulu Mall, Edappally Junction, Nethaji Nagar, Edappally, Ernakulam, Kerala 682024, India",Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Gloria 32,IMPEX,DMT,No,No,No,KCM Appliances Pvt. Ltd. ,India,"September, 2019",18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c604
Great Eastern,Lal Dighi B.B.D. Bagh Kolkata West Bengal 700001,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43M20,SKYWORTH,DMT,No,No,No,Radiant Appliances And Electronics Private Limited,India,,22990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb1b
Great Eastern,Lal Dighi B.B.D. Bagh Kolkata West Bengal 700001,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HA1,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,11200,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb16
Great Eastern,Lal Dighi B.B.D. Bagh Kolkata West Bengal 700001,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HIW1,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,14800,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb17
Great Eastern,Lal Dighi B.B.D. Bagh Kolkata West Bengal 700001,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43FG,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,23000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb19
Great Eastern,Lal Dighi B.B.D. Bagh Kolkata West Bengal 700001,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43FIW,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,20000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb18
Great Eastern,Lal Dighi B.B.D. Bagh Kolkata West Bengal 700001,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32T8361HD,MICROMAX,DMT,No,No,No,BHAGWATI PRODUCTS LIMITED,India,,9900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb15
Great Eastern,Lal Dighi B.B.D. Bagh Kolkata West Bengal 700001,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43 BingeBox,MICROMAX,DMT,No,No,No,BHAGWATI PRODUCTS LIMITED,India,,17900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb14
Pitapillil,KULATHAKKAL TOWERS SQUARE Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TND24HD,Telind,DMT,No,No,No,,,,14990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce48
Pitapillil,KULATHAKKAL TOWERS SQUARE Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32G300,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,June 2019,10000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce46
Pitapillil,KULATHAKKAL TOWERS SQUARE Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24T6300HD,MICROMAX,DMT,No,No,No,BHAGWATI PRODUCTS LIMITED,India,,13990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce45
Pitapillil,KULATHAKKAL TOWERS SQUARE Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40T610FHD,MICROMAX,DMT,No,No,No,BHAGWATI PRODUCTS LIMITED,India,,39990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce47
Reliance Digital,KPCT Shop C and D No. 26 27 and 28 Ground and First Floor next to Vishal Mega Mart Maharashtra 411040,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32H3282S,RECONNECT,DMT,No,No,No,Dixon Technologies (India) Ltd,India,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caf2
Reliance Digital,KPCT Shop C and D No. 26 27 and 28 Ground and First Floor next to Vishal Mega Mart Maharashtra 411040,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32GS500DX,PANASONIC ,DMT,No,No,No,,,,18490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caf1
Radha Bazar,Khosla Lal Bazar St Radha Bazar Barabazar Market Kolkata West Bengal 700001,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L24F1R0GX,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,11514,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb1d
Radha Bazar,Khosla Lal Bazar St Radha Bazar Barabazar Market Kolkata West Bengal 700001,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L43U2AOKA,LLOYD,DMT,No,Yes,Both,Havells India Ltd. ,India,,36000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb23
Nandilath G Mart,"K.J.Square, Near Karamana Bridge, Thiruvananthapuram.",Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Dawn 32 Smart,Smartlight,DMT,No,No,No,Mr. Care Center Private Limited,India,June 2019,14200,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce53
Nandilath G Mart,"K.J.Square, Near Karamana Bridge, Thiruvananthapuram.",Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LEO50FNAB2,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,32000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce4f
Nandilath G Mart,"K.J.Square, Near Karamana Bridge, Thiruvananthapuram.",Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40HG,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,31990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce50
Nandilath G Mart,"K.J.Square, Near Karamana Bridge, Thiruvananthapuram.",Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32N2S,LLOYD,DMT,No,Yes,Both,Havells India Ltd. ,India,,19000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce54
Nandilath G Mart,"K.J.Square, Near Karamana Bridge, Thiruvananthapuram.",Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LT-32N380C,JVC,DMT,No,No,No,Veira Electronics Private Limited,India,July 2019,14990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce52
Nandilath G Mart,"K.J.Square, Near Karamana Bridge, Thiruvananthapuram.",Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,G-TEN 55,G-TEN,DMT,No,No,No,Logic India Trading Company,India,,37500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce51
Croma,"Jayanagar, Bengaluru, Plot No.31, Ground Floor And First Floor Shravanee's Krishna Mansion Outer Ring Road, 100 Feet Ring Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40S6500,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2fa
Croma,"Jayanagar, Bengaluru, Plot No.31, Ground Floor And First Floor Shravanee's Krishna Mansion Outer Ring Road, 100 Feet Ring Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55C2US,TCL ,DMT,No,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,57694,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2ff
Croma,"Jayanagar, Bengaluru, Plot No.31, Ground Floor And First Floor Shravanee's Krishna Mansion Outer Ring Road, 100 Feet Ring Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL 7345,CROMA,DMT,Yes,Yes,Both,Veira Electronics Private Limited,India,,24490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2fb
Croma,"Jayanagar, Bengaluru, Plot No.31, Ground Floor And First Floor Shravanee's Krishna Mansion Outer Ring Road, 100 Feet Ring Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL7338,CROMA,DMT,Yes,Yes,Both,Veira Electronics Private Limited,India,,44490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2fd
Croma,"Jayanagar, Bengaluru, Plot No.31, Ground Floor And First Floor Shravanee's Krishna Mansion Outer Ring Road, 100 Feet Ring Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL7347,CROMA,DMT,No,Yes,Both,Veira Electronics Private Limited,,,49990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2fe
Pragathi Electricals And Lightings,"Jayanagar – MBS # 25, 100 Feet Road, Opp Rani Sarala Devi School, 2nd Block, Jayanagar, Bangalore - 560011, India",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24B600HD,MICROMAX,DMT,No,Yes,No,BHAGWATI PRODUCTS LIMITED,India,,8500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c427
